source,ex,gender,age,n_rows,dp_mean,dp_std,dp_cv,dp_min,dp_max
pfra,situps,F,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,situps,F,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,M,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,clrc,F,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,M,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,<25,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,25-29,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,30-34,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,35-39,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,40-44,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,45-49,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,50-54,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,55-59,26,-0.5,0.0,-0.0,-0.5,-0.5
pfra,plank,F,60+,26,-0.5,0.0,-0.0,-0.5,-0.5
