gender,age,ex,threshold,pfra_points,cur_points,delta,off_chart
M,45-49,clrc,38,9.0,13.8,-4.800000000000001,False
M,45-49,clrc,37,8.5,13.6,-5.1,False
M,45-49,clrc,36,8.0,13.4,-5.4,False
M,45-49,clrc,35,7.5,13.1,-5.6,False
M,45-49,clrc,34,7.0,12.9,-5.9,False
M,45-49,clrc,33,6.5,12.7,-6.199999999999999,False
M,45-49,clrc,32,6.0,12.5,-6.5,False
M,45-49,clrc,31,5.5,12.2,-6.699999999999999,False
M,45-49,clrc,30,5.0,11.9,-6.9,False
M,45-49,clrc,29,4.5,11.7,-7.199999999999999,False
M,45-49,clrc,28,4.0,11.5,-7.5,False
M,45-49,clrc,27,3.5,11.3,-7.800000000000001,False
M,45-49,clrc,26,3.0,11.0,-8.0,False
M,45-49,clrc,25,2.5,10.8,-8.3,True
M,45-49,plank,195,15.0,15.0,0.0,False
M,45-49,plank,190,14.5,15.0,-0.5,False
M,45-49,plank,185,14.0,14.8,-0.8000000000000007,False
M,45-49,plank,180,13.5,14.5,-1.0,False
M,45-49,plank,175,13.0,14.2,-1.1999999999999993,False
M,45-49,plank,170,12.5,13.9,-1.4000000000000004,False
M,45-49,plank,165,12.0,13.5,-1.5,False
M,45-49,plank,160,11.5,13.5,-2.0,False
M,45-49,plank,155,11.0,12.5,-1.5,False
M,45-49,plank,150,10.5,12.5,-2.0,False
M,45-49,plank,145,10.0,12.5,-2.5,False
M,45-49,plank,140,9.5,12.5,-3.0,False
M,45-49,plank,135,9.0,11.5,-2.5,False
M,45-49,plank,130,8.5,11.5,-3.0,False
M,45-49,plank,125,8.0,11.5,-3.5,False
M,45-49,plank,120,7.5,11.5,-4.0,False
M,45-49,plank,115,7.0,10.5,-3.5,False
M,45-49,plank,110,6.5,10.5,-4.0,False
M,45-49,plank,105,6.0,10.5,-4.5,False
M,45-49,plank,100,5.5,10.5,-5.0,False
M,45-49,plank,95,5.0,9.5,-4.5,False
M,45-49,plank,90,4.5,9.5,-5.0,False
M,45-49,plank,85,4.0,9.5,-5.5,False
M,45-49,plank,80,3.5,9.5,-6.0,False
M,45-49,plank,75,3.0,8.5,-5.5,False
M,45-49,plank,70,2.5,8.5,-6.0,True
M,50-54,run,909,50.0,50.0,0.0,False
M,50-54,run,932,49.5,49.4,0.10000000000000142,False
M,50-54,run,955,49.0,48.8,0.20000000000000284,False
M,50-54,run,978,48.0,48.1,-0.10000000000000142,False
M,50-54,run,1001,47.0,46.9,0.10000000000000142,False
M,50-54,run,1024,46.0,46.3,-0.29999999999999716,False
M,50-54,run,1047,45.0,43.9,1.1000000000000014,False
M,50-54,run,1070,44.0,43.9,0.10000000000000142,False
M,50-54,run,1093,43.0,42.9,0.10000000000000142,False
M,50-54,run,1116,42.0,40.7,1.2999999999999972,False
M,50-54,run,1140,41.0,39.6,1.3999999999999986,False
M,50-54,run,1163,40.0,38.6,1.3999999999999986,False
M,50-54,run,1186,39.0,37.5,1.5,False
M,50-54,run,1209,38.5,35.5,3.0,False
M,50-54,run,1232,38.0,34.0,4.0,False
M,50-54,run,1255,37.5,34.0,3.5,False
M,50-54,run,1278,37.0,32.5,4.5,False
M,50-54,run,1301,36.5,31.0,5.5,False
M,50-54,run,1324,36.0,31.0,5.0,False
M,50-54,run,1347,35.5,31.0,4.5,False
M,50-54,run,1370,35.0,29.5,5.5,True
M,50-54,hamr,71,50.0,48.8,1.2000000000000028,False
M,50-54,hamr,68,49.5,48.1,1.3999999999999986,False
M,50-54,hamr,65,49.0,47.5,1.5,False
M,50-54,hamr,62,48.0,46.9,1.1000000000000014,False
M,50-54,hamr,60,47.0,46.3,0.7000000000000028,False
M,50-54,hamr,57,46.0,45.6,0.3999999999999986,False
M,50-54,hamr,55,45.0,45.0,0.0,False
M,50-54,hamr,53,44.0,43.9,0.10000000000000142,False
M,50-54,hamr,50,43.0,42.9,0.10000000000000142,False
M,50-54,hamr,48,42.0,42.9,-0.8999999999999986,False
M,50-54,hamr,46,41.0,41.8,-0.7999999999999972,False
M,50-54,hamr,44,40.0,40.7,-0.7000000000000028,False
M,50-54,hamr,42,39.0,40.7,-1.7000000000000028,False
M,50-54,hamr,40,38.5,39.6,-1.1000000000000014,False
M,50-54,hamr,39,38.0,39.6,-1.6000000000000014,False
M,50-54,hamr,37,37.5,38.6,-1.1000000000000014,False
M,50-54,hamr,35,37.0,37.5,-0.5,False
M,50-54,hamr,34,36.5,37.5,-1.0,False
M,50-54,hamr,32,36.0,35.5,0.5,False
M,50-54,hamr,31,35.5,35.5,0.0,False
M,50-54,hamr,30,35.0,35.5,-0.5,True
M,50-54,pushups,45,15.0,15.0,0.0,False
M,50-54,pushups,44,14.5,15.0,-0.5,False
M,50-54,pushups,43,14.0,15.0,-1.0,False
M,50-54,pushups,42,13.5,15.0,-1.5,False
M,50-54,pushups,41,13.0,15.0,-2.0,False
M,50-54,pushups,39,12.5,15.0,-2.5,False
M,50-54,pushups,38,12.0,15.0,-3.0,False
M,50-54,pushups,37,11.5,15.0,-3.5,False
M,50-54,pushups,36,11.0,15.0,-4.0,False
M,50-54,pushups,35,10.5,14.8,-4.300000000000001,False
M,50-54,pushups,34,10.0,14.6,-4.6,False
M,50-54,pushups,33,9.5,14.3,-4.800000000000001,False
M,50-54,pushups,32,9.0,14.1,-5.1,False
M,50-54,pushups,30,8.5,13.7,-5.199999999999999,False
M,50-54,pushups,29,8.0,13.5,-5.5,False
M,50-54,pushups,28,7.5,13.2,-5.699999999999999,False
M,50-54,pushups,27,7.0,13.1,-6.1,False
M,50-54,pushups,26,6.5,12.8,-6.300000000000001,False
M,50-54,pushups,25,6.0,12.5,-6.5,False
M,50-54,pushups,24,5.5,12.0,-6.5,False
M,50-54,pushups,23,5.0,11.3,-6.300000000000001,False
M,50-54,pushups,21,4.5,9.8,-5.300000000000001,False
M,50-54,pushups,20,4.0,9.5,-5.5,False
M,50-54,pushups,19,3.5,9.0,-5.5,False
M,50-54,pushups,18,3.0,8.7,-5.699999999999999,False
M,50-54,pushups,17,2.5,8.3,-5.800000000000001,True
M,50-54,hrpu,40,15.0,15.0,0.0,False
M,50-54,hrpu,39,14.5,15.0,-0.5,False
M,50-54,hrpu,38,14.0,15.0,-1.0,False
M,50-54,hrpu,37,13.5,15.0,-1.5,False
M,50-54,hrpu,36,13.0,15.0,-2.0,False
M,50-54,hrpu,35,12.5,15.0,-2.5,False
M,50-54,hrpu,34,12.0,14.7,-2.6999999999999993,False
M,50-54,hrpu,33,11.5,14.4,-2.9000000000000004,False
M,50-54,hrpu,32,11.0,14.1,-3.0999999999999996,False
M,50-54,hrpu,31,10.5,13.7,-3.1999999999999993,False
M,50-54,hrpu,30,10.0,13.4,-3.4000000000000004,False
M,50-54,hrpu,29,9.5,13.1,-3.5999999999999996,False
M,50-54,hrpu,28,9.0,12.8,-3.8000000000000007,False
M,50-54,hrpu,27,8.5,12.5,-4.0,False
M,50-54,hrpu,26,8.0,12.2,-4.199999999999999,False
M,50-54,hrpu,25,7.5,11.9,-4.4,False
M,50-54,hrpu,24,7.0,11.6,-4.6,False
M,50-54,hrpu,23,6.5,11.3,-4.800000000000001,False
M,50-54,hrpu,22,6.0,11.0,-5.0,False
M,50-54,hrpu,21,5.5,10.7,-5.199999999999999,False
M,50-54,hrpu,20,5.0,10.4,-5.4,False
M,50-54,hrpu,19,4.5,10.0,-5.5,False
M,50-54,hrpu,18,4.0,9.7,-5.699999999999999,False
M,50-54,hrpu,17,3.5,9.4,-5.9,False
M,50-54,hrpu,16,3.0,9.1,-6.1,False
M,50-54,hrpu,15,2.5,8.8,-6.300000000000001,True
M,50-54,situps,46,15.0,15.0,0.0,False
M,50-54,situps,45,14.5,14.8,-0.3000000000000007,False
M,50-54,situps,44,14.0,14.6,-0.5999999999999996,False
M,50-54,situps,43,13.5,14.3,-0.8000000000000007,False
M,50-54,situps,42,13.0,14.1,-1.0999999999999996,False
M,50-54,situps,41,12.5,13.8,-1.3000000000000007,False
M,50-54,situps,40,12.0,13.7,-1.6999999999999993,False
M,50-54,situps,39,11.5,13.5,-2.0,False
M,50-54,situps,38,11.0,13.2,-2.1999999999999993,False
M,50-54,situps,37,10.5,13.1,-2.5999999999999996,False
M,50-54,situps,36,10.0,12.8,-2.8000000000000007,False
M,50-54,situps,35,9.5,12.0,-2.5,False
M,50-54,situps,34,9.0,11.7,-2.6999999999999993,False
M,50-54,situps,33,8.5,11.3,-2.8000000000000007,False
M,50-54,situps,32,8.0,11.0,-3.0,False
M,50-54,situps,31,7.5,10.5,-3.0,False
M,50-54,situps,30,7.0,9.8,-2.8000000000000007,False
M,50-54,situps,29,6.5,9.5,-3.0,False
M,50-54,situps,28,6.0,9.0,-3.0,False
M,50-54,situps,27,5.5,6.8,-1.2999999999999998,False
M,50-54,situps,26,5.0,4.5,0.5,False
M,50-54,situps,25,4.5,2.3,2.2,False
M,50-54,situps,24,4.0,2.3,1.7000000000000002,False
M,50-54,situps,23,3.5,2.3,1.2000000000000002,False
M,50-54,situps,22,3.0,2.3,0.7000000000000002,False
M,50-54,situps,21,2.5,2.3,0.20000000000000018,True
M,50-54,clrc,48,15.0,15.0,0.0,False
M,50-54,clrc,47,14.5,15.0,-0.5,False
M,50-54,clrc,46,14.0,15.0,-1.0,False
M,50-54,clrc,45,13.5,15.0,-1.5,False
M,50-54,clrc,44,13.0,15.0,-2.0,False
M,50-54,clrc,43,12.5,15.0,-2.5,False
M,50-54,clrc,42,12.0,15.0,-3.0,False
M,50-54,clrc,41,11.5,14.8,-3.3000000000000007,False
M,50-54,clrc,40,11.0,14.6,-3.5999999999999996,False
M,50-54,clrc,39,10.5,14.3,-3.8000000000000007,False
M,50-54,clrc,38,10.0,14.1,-4.1,False
M,50-54,clrc,37,9.5,13.9,-4.4,False
M,50-54,clrc,36,9.0,13.7,-4.699999999999999,False
M,50-54,clrc,35,8.5,13.4,-4.9,False
M,50-54,clrc,34,8.0,13.2,-5.199999999999999,False
M,50-54,clrc,33,7.5,13.0,-5.5,False
M,50-54,clrc,32,7.0,12.8,-5.800000000000001,False
M,50-54,clrc,31,6.5,12.5,-6.0,False
M,50-54,clrc,30,6.0,12.3,-6.300000000000001,False
M,50-54,clrc,29,5.5,12.1,-6.6,False
M,50-54,clrc,28,5.0,11.9,-6.9,False
M,50-54,clrc,27,4.5,11.6,-7.1,False
M,50-54,clrc,26,4.0,11.4,-7.4,False
M,50-54,clrc,25,3.5,11.1,-7.6,False
M,50-54,clrc,24,3.0,10.9,-7.9,False
M,50-54,clrc,23,2.5,10.7,-8.2,True
M,50-54,plank,190,15.0,15.0,0.0,False
M,50-54,plank,185,14.5,15.0,-0.5,False
M,50-54,plank,180,14.0,14.8,-0.8000000000000007,False
M,50-54,plank,175,13.5,14.5,-1.0,False
M,50-54,plank,170,13.0,14.2,-1.1999999999999993,False
M,50-54,plank,165,12.5,13.9,-1.4000000000000004,False
M,50-54,plank,160,12.0,13.5,-1.5,False
M,50-54,plank,155,11.5,13.5,-2.0,False
M,50-54,plank,150,11.0,12.5,-1.5,False
M,50-54,plank,145,10.5,12.5,-2.0,False
M,50-54,plank,140,10.0,12.5,-2.5,False
M,50-54,plank,135,9.5,12.5,-3.0,False
M,50-54,plank,130,9.0,11.5,-2.5,False
M,50-54,plank,125,8.5,11.5,-3.0,False
M,50-54,plank,120,8.0,11.5,-3.5,False
M,50-54,plank,115,7.5,11.5,-4.0,False
M,50-54,plank,110,7.0,10.5,-3.5,False
M,50-54,plank,105,6.5,10.5,-4.0,False
M,50-54,plank,100,6.0,10.5,-4.5,False
M,50-54,plank,95,5.5,10.5,-5.0,False
M,50-54,plank,90,5.0,9.5,-4.5,False
M,50-54,plank,85,4.5,9.5,-5.0,False
M,50-54,plank,80,4.0,9.5,-5.5,False
M,50-54,plank,75,3.5,9.5,-6.0,False
M,50-54,plank,70,3.0,8.5,-5.5,False
M,50-54,plank,65,2.5,8.5,-6.0,True
M,55-59,run,928,50.0,50.0,0.0,False
M,55-59,run,952,49.5,49.4,0.10000000000000142,False
M,55-59,run,977,49.0,49.4,-0.3999999999999986,False
M,55-59,run,1001,48.0,48.8,-0.7999999999999972,False
M,55-59,run,1026,47.0,47.5,-0.5,False
M,55-59,run,1050,46.0,46.9,-0.8999999999999986,False
M,55-59,run,1074,45.0,46.3,-1.2999999999999972,False
M,55-59,run,1099,44.0,43.9,0.10000000000000142,False
M,55-59,run,1123,43.0,43.9,-0.8999999999999986,False
M,55-59,run,1148,42.0,41.8,0.20000000000000284,False
M,55-59,run,1172,41.0,40.7,0.29999999999999716,False
M,55-59,run,1196,40.0,38.6,1.3999999999999986,False
M,55-59,run,1221,39.0,37.5,1.5,False
M,55-59,run,1245,38.5,35.5,3.0,False
M,55-59,run,1270,38.0,34.0,4.0,False
M,55-59,run,1294,37.5,32.5,5.0,False
M,55-59,run,1318,37.0,32.5,4.5,False
M,55-59,run,1343,36.5,31.0,5.5,False
M,55-59,run,1367,36.0,31.0,5.0,False
M,55-59,run,1392,35.5,29.5,6.0,False
M,55-59,run,1416,35.0,29.5,5.5,True
M,55-59,hamr,69,50.0,48.8,1.2000000000000028,False
M,55-59,hamr,66,49.5,48.1,1.3999999999999986,False
M,55-59,hamr,63,49.0,47.5,1.5,False
M,55-59,hamr,60,48.0,46.9,1.1000000000000014,False
M,55-59,hamr,57,47.0,46.3,0.7000000000000028,False
M,55-59,hamr,55,46.0,45.6,0.3999999999999986,False
M,55-59,hamr,52,45.0,45.0,0.0,False
M,55-59,hamr,50,44.0,43.9,0.10000000000000142,False
M,55-59,hamr,48,43.0,43.9,-0.8999999999999986,False
M,55-59,hamr,45,42.0,42.9,-0.8999999999999986,False
M,55-59,hamr,43,41.0,41.8,-0.7999999999999972,False
M,55-59,hamr,41,40.0,40.7,-0.7000000000000028,False
M,55-59,hamr,40,39.0,40.7,-1.7000000000000028,False
M,55-59,hamr,38,38.5,39.6,-1.1000000000000014,False
M,55-59,hamr,36,38.0,39.6,-1.6000000000000014,False
M,55-59,hamr,34,37.5,38.6,-1.1000000000000014,False
M,55-59,hamr,33,37.0,38.6,-1.6000000000000014,False
M,55-59,hamr,31,36.5,37.5,-1.0,False
M,55-59,hamr,30,36.0,37.5,-1.5,False
M,55-59,hamr,28,35.5,35.5,0.0,False
M,55-59,hamr,27,35.0,35.5,-0.5,True
M,55-59,pushups,42,15.0,15.0,0.0,False
M,55-59,pushups,41,14.5,15.0,-0.5,False
M,55-59,pushups,40,14.0,15.0,-1.0,False
M,55-59,pushups,39,13.5,15.0,-1.5,False
M,55-59,pushups,38,13.0,15.0,-2.0,False
M,55-59,pushups,36,12.5,15.0,-2.5,False
M,55-59,pushups,35,12.0,15.0,-3.0,False
M,55-59,pushups,34,11.5,15.0,-3.5,False
M,55-59,pushups,33,11.0,15.0,-4.0,False
M,55-59,pushups,32,10.5,14.9,-4.4,False
M,55-59,pushups,31,10.0,14.6,-4.6,False
M,55-59,pushups,30,9.5,14.3,-4.800000000000001,False
M,55-59,pushups,29,9.0,13.8,-4.800000000000001,False
M,55-59,pushups,27,8.5,13.4,-4.9,False
M,55-59,pushups,26,8.0,13.1,-5.1,False
M,55-59,pushups,25,7.5,12.8,-5.300000000000001,False
M,55-59,pushups,24,7.0,12.6,-5.6,False
M,55-59,pushups,23,6.5,11.9,-5.4,False
M,55-59,pushups,22,6.0,11.1,-5.1,False
M,55-59,pushups,21,5.5,10.5,-5.0,False
M,55-59,pushups,20,5.0,9.8,-4.800000000000001,False
M,55-59,pushups,18,4.5,8.9,-4.4,False
M,55-59,pushups,17,4.0,8.6,-4.6,False
M,55-59,pushups,16,3.5,8.1,-4.6,False
M,55-59,pushups,15,3.0,7.5,-4.5,False
M,55-59,pushups,14,2.5,5.3,-2.8,True
M,55-59,hrpu,38,15.0,15.0,0.0,False
M,55-59,hrpu,37,14.5,15.0,-0.5,False
M,55-59,hrpu,36,14.0,15.0,-1.0,False
M,55-59,hrpu,35,13.5,15.0,-1.5,False
M,55-59,hrpu,34,13.0,15.0,-2.0,False
M,55-59,hrpu,33,12.5,15.0,-2.5,False
M,55-59,hrpu,32,12.0,14.7,-2.6999999999999993,False
M,55-59,hrpu,31,11.5,14.3,-2.8000000000000007,False
M,55-59,hrpu,30,11.0,14.0,-3.0,False
M,55-59,hrpu,29,10.5,13.7,-3.1999999999999993,False
M,55-59,hrpu,28,10.0,13.4,-3.4000000000000004,False
M,55-59,hrpu,27,9.5,13.1,-3.5999999999999996,False
M,55-59,hrpu,26,9.0,12.8,-3.8000000000000007,False
M,55-59,hrpu,25,8.5,12.4,-3.9000000000000004,False
M,55-59,hrpu,24,8.0,12.1,-4.1,False
M,55-59,hrpu,23,7.5,11.8,-4.300000000000001,False
M,55-59,hrpu,22,7.0,11.4,-4.4,False
M,55-59,hrpu,21,6.5,11.1,-4.6,False
M,55-59,hrpu,20,6.0,10.7,-4.699999999999999,False
M,55-59,hrpu,19,5.5,10.4,-4.9,False
M,55-59,hrpu,18,5.0,10.1,-5.1,False
M,55-59,hrpu,17,4.5,9.8,-5.300000000000001,False
M,55-59,hrpu,16,4.0,9.5,-5.5,False
M,55-59,hrpu,15,3.5,9.2,-5.699999999999999,False
M,55-59,hrpu,14,3.0,8.8,-5.800000000000001,False
M,55-59,hrpu,13,2.5,8.5,-6.0,True
M,55-59,situps,44,15.0,15.0,0.0,False
M,55-59,situps,43,14.5,14.8,-0.3000000000000007,False
M,55-59,situps,42,14.0,14.6,-0.5999999999999996,False
M,55-59,situps,41,13.5,14.3,-0.8000000000000007,False
M,55-59,situps,40,13.0,14.1,-1.0999999999999996,False
M,55-59,situps,39,12.5,13.8,-1.3000000000000007,False
M,55-59,situps,38,12.0,13.7,-1.6999999999999993,False
M,55-59,situps,37,11.5,13.5,-2.0,False
M,55-59,situps,36,11.0,13.2,-2.1999999999999993,False
M,55-59,situps,35,10.5,13.1,-2.5999999999999996,False
M,55-59,situps,34,10.0,12.8,-2.8000000000000007,False
M,55-59,situps,33,9.5,12.0,-2.5,False
M,55-59,situps,32,9.0,11.7,-2.6999999999999993,False
M,55-59,situps,31,8.5,11.3,-2.8000000000000007,False
M,55-59,situps,30,8.0,11.0,-3.0,False
M,55-59,situps,29,7.5,10.5,-3.0,False
M,55-59,situps,28,7.0,10.2,-3.1999999999999993,False
M,55-59,situps,27,6.5,9.8,-3.3000000000000007,False
M,55-59,situps,26,6.0,9.5,-3.5,False
M,55-59,situps,25,5.5,9.0,-3.5,False
M,55-59,situps,24,5.0,6.8,-1.7999999999999998,False
M,55-59,situps,23,4.5,4.5,0.0,False
M,55-59,situps,22,4.0,2.3,1.7000000000000002,False
M,55-59,situps,21,3.5,2.3,1.2000000000000002,False
M,55-59,situps,20,3.0,2.3,0.7000000000000002,False
M,55-59,situps,19,2.5,2.3,0.20000000000000018,True
M,55-59,clrc,46,15.0,15.0,0.0,False
M,55-59,clrc,45,14.5,15.0,-0.5,False
M,55-59,clrc,44,14.0,15.0,-1.0,False
M,55-59,clrc,43,13.5,15.0,-1.5,False
M,55-59,clrc,42,13.0,15.0,-2.0,False
M,55-59,clrc,41,12.5,15.0,-2.5,False
M,55-59,clrc,40,12.0,14.8,-2.8000000000000007,False
M,55-59,clrc,39,11.5,14.6,-3.0999999999999996,False
M,55-59,clrc,38,11.0,14.3,-3.3000000000000007,False
M,55-59,clrc,37,10.5,14.1,-3.5999999999999996,False
M,55-59,clrc,36,10.0,13.9,-3.9000000000000004,False
M,55-59,clrc,35,9.5,13.7,-4.199999999999999,False
M,55-59,clrc,34,9.0,13.4,-4.4,False
M,55-59,clrc,33,8.5,13.2,-4.699999999999999,False
M,55-59,clrc,32,8.0,13.0,-5.0,False
M,55-59,clrc,31,7.5,12.8,-5.300000000000001,False
M,55-59,clrc,30,7.0,12.5,-5.5,False
M,55-59,clrc,29,6.5,12.3,-5.800000000000001,False
M,55-59,clrc,28,6.0,12.1,-6.1,False
M,55-59,clrc,27,5.5,11.9,-6.4,False
M,55-59,clrc,26,5.0,11.6,-6.6,False
M,55-59,clrc,25,4.5,11.4,-6.9,False
M,55-59,clrc,24,4.0,11.1,-7.1,False
M,55-59,clrc,23,3.5,10.9,-7.4,False
M,55-59,clrc,22,3.0,10.7,-7.699999999999999,False
M,55-59,clrc,21,2.5,10.4,-7.9,True
M,55-59,plank,185,15.0,15.0,0.0,False
M,55-59,plank,180,14.5,15.0,-0.5,False
M,55-59,plank,175,14.0,14.8,-0.8000000000000007,False
M,55-59,plank,170,13.5,14.5,-1.0,False
M,55-59,plank,165,13.0,14.2,-1.1999999999999993,False
M,55-59,plank,160,12.5,13.9,-1.4000000000000004,False
M,55-59,plank,155,12.0,13.5,-1.5,False
M,55-59,plank,150,11.5,13.5,-2.0,False
M,55-59,plank,145,11.0,12.5,-1.5,False
M,55-59,plank,140,10.5,12.5,-2.0,False
M,55-59,plank,135,10.0,12.5,-2.5,False
M,55-59,plank,130,9.5,12.5,-3.0,False
M,55-59,plank,125,9.0,11.5,-2.5,False
M,55-59,plank,120,8.5,11.5,-3.0,False
M,55-59,plank,115,8.0,11.5,-3.5,False
M,55-59,plank,110,7.5,11.5,-4.0,False
M,55-59,plank,105,7.0,10.5,-3.5,False
M,55-59,plank,100,6.5,10.5,-4.0,False
M,55-59,plank,95,6.0,10.5,-4.5,False
M,55-59,plank,90,5.5,10.5,-5.0,False
M,55-59,plank,85,5.0,9.5,-4.5,False
M,55-59,plank,80,4.5,9.5,-5.0,False
M,55-59,plank,75,4.0,9.5,-5.5,False
M,55-59,plank,70,3.5,9.5,-6.0,False
M,55-59,plank,65,3.0,8.5,-5.5,False
M,55-59,plank,60,2.5,8.5,-6.0,True
M,60+,run,1018,50.0,48.1,1.8999999999999986,False
M,60+,run,1039,49.5,46.9,2.6000000000000014,False
M,60+,run,1060,49.0,46.9,2.1000000000000014,False
M,60+,run,1081,48.0,45.6,2.3999999999999986,False
M,60+,run,1102,47.0,43.9,3.1000000000000014,False
M,60+,run,1124,46.0,43.9,2.1000000000000014,False
M,60+,run,1145,45.0,41.8,3.200000000000003,False
M,60+,run,1166,44.0,40.7,3.299999999999997,False
M,60+,run,1187,43.0,39.6,3.3999999999999986,False
M,60+,run,1208,42.0,37.5,4.5,False
M,60+,run,1229,41.0,35.5,5.5,False
M,60+,run,1250,40.0,35.5,4.5,False
M,60+,run,1271,39.0,34.0,5.0,False
M,60+,run,1292,38.5,32.5,6.0,False
M,60+,run,1313,38.0,32.5,5.5,False
M,60+,run,1335,37.5,31.0,6.5,False
M,60+,run,1347,37.0,31.0,6.0,False
M,60+,run,1356,36.5,31.0,5.5,False
M,60+,run,1398,36.0,29.5,6.5,False
M,60+,run,1419,35.5,29.5,6.0,False
M,60+,run,1440,35.0,29.5,5.5,True
M,60+,hamr,65,50.0,49.4,0.6000000000000014,False
M,60+,hamr,62,49.5,48.8,0.7000000000000028,False
M,60+,hamr,59,49.0,48.1,0.8999999999999986,False
M,60+,hamr,56,48.0,47.5,0.5,False
M,60+,hamr,54,47.0,46.9,0.10000000000000142,False
M,60+,hamr,52,46.0,46.3,-0.29999999999999716,False
M,60+,hamr,49,45.0,45.6,-0.6000000000000014,False
M,60+,hamr,47,44.0,45.0,-1.0,False
M,60+,hamr,45,43.0,45.0,-2.0,False
M,60+,hamr,43,42.0,43.9,-1.8999999999999986,False
M,60+,hamr,41,41.0,42.9,-1.8999999999999986,False
M,60+,hamr,39,40.0,42.9,-2.8999999999999986,False
M,60+,hamr,38,39.0,41.8,-2.799999999999997,False
M,60+,hamr,36,38.5,41.8,-3.299999999999997,False
M,60+,hamr,34,38.0,40.7,-2.700000000000003,False
M,60+,hamr,33,37.5,40.7,-3.200000000000003,False
M,60+,hamr,31,37.0,39.6,-2.6000000000000014,False
M,60+,hamr,30,36.5,39.6,-3.1000000000000014,False
M,60+,hamr,28,36.0,38.6,-2.6000000000000014,False
M,60+,hamr,27,35.5,38.6,-3.1000000000000014,False
M,60+,hamr,26,35.0,37.5,-2.5,True
M,60+,pushups,38,15.0,15.0,0.0,False
M,60+,pushups,37,14.5,15.0,-0.5,False
M,60+,pushups,36,14.0,15.0,-1.0,False
M,60+,pushups,35,13.5,15.0,-1.5,False
M,60+,pushups,34,13.0,15.0,-2.0,False
M,60+,pushups,33,12.5,15.0,-2.5,False
M,60+,pushups,32,12.0,15.0,-3.0,False
M,60+,pushups,31,11.5,15.0,-3.5,False
M,60+,pushups,30,11.0,15.0,-4.0,False
M,60+,pushups,29,10.5,14.6,-4.1,False
M,60+,pushups,28,10.0,14.3,-4.300000000000001,False
M,60+,pushups,27,9.5,14.0,-4.5,False
M,60+,pushups,26,9.0,13.5,-4.5,False
M,60+,pushups,24,8.5,12.8,-4.300000000000001,False
M,60+,pushups,23,8.0,12.0,-4.0,False
M,60+,pushups,22,7.5,11.3,-3.8000000000000007,False
M,60+,pushups,21,7.0,10.5,-3.5,False
M,60+,pushups,20,6.5,9.8,-3.3000000000000007,False
M,60+,pushups,19,6.0,9.5,-3.5,False
M,60+,pushups,18,5.5,9.0,-3.5,False
M,60+,pushups,17,5.0,8.7,-3.6999999999999993,False
M,60+,pushups,16,4.5,8.3,-3.8000000000000007,False
M,60+,pushups,15,4.0,8.0,-4.0,False
M,60+,pushups,14,3.5,7.5,-4.0,False
M,60+,pushups,13,3.0,5.3,-2.3,False
M,60+,pushups,12,2.5,3.0,-0.5,True
M,60+,hrpu,36,15.0,15.0,0.0,False
M,60+,hrpu,35,14.5,15.0,-0.5,False
M,60+,hrpu,34,14.0,15.0,-1.0,False
M,60+,hrpu,33,13.5,15.0,-1.5,False
M,60+,hrpu,32,13.0,15.0,-2.0,False
M,60+,hrpu,31,12.5,15.0,-2.5,False
M,60+,hrpu,30,12.0,15.0,-3.0,False
M,60+,hrpu,29,11.5,14.6,-3.0999999999999996,False
M,60+,hrpu,28,11.0,14.3,-3.3000000000000007,False
M,60+,hrpu,27,10.5,13.9,-3.4000000000000004,False
M,60+,hrpu,26,10.0,13.5,-3.5,False
M,60+,hrpu,25,9.5,13.1,-3.5999999999999996,False
M,60+,hrpu,24,9.0,12.8,-3.8000000000000007,False
M,60+,hrpu,23,8.5,12.4,-3.9000000000000004,False
M,60+,hrpu,22,8.0,12.0,-4.0,False
M,60+,hrpu,21,7.5,11.6,-4.1,False
M,60+,hrpu,20,7.0,11.3,-4.300000000000001,False
M,60+,hrpu,19,6.5,10.9,-4.4,False
M,60+,hrpu,18,6.0,10.5,-4.5,False
M,60+,hrpu,17,5.5,10.1,-4.6,False
M,60+,hrpu,16,5.0,9.8,-4.800000000000001,False
M,60+,hrpu,15,4.5,9.4,-4.9,False
M,60+,hrpu,14,4.0,9.0,-5.0,False
M,60+,hrpu,13,3.5,8.6,-5.1,False
M,60+,hrpu,12,3.0,8.3,-5.300000000000001,False
M,60+,hrpu,11,2.5,7.9,-5.4,True
M,60+,situps,42,15.0,15.0,0.0,False
M,60+,situps,41,14.5,14.8,-0.3000000000000007,False
M,60+,situps,40,14.0,14.6,-0.5999999999999996,False
M,60+,situps,39,13.5,14.3,-0.8000000000000007,False
M,60+,situps,38,13.0,14.1,-1.0999999999999996,False
M,60+,situps,37,12.5,13.8,-1.3000000000000007,False
M,60+,situps,36,12.0,13.7,-1.6999999999999993,False
M,60+,situps,35,11.5,13.5,-2.0,False
M,60+,situps,34,11.0,13.4,-2.4000000000000004,False
M,60+,situps,33,10.5,13.2,-2.6999999999999993,False
M,60+,situps,32,10.0,12.9,-2.9000000000000004,False
M,60+,situps,31,9.5,12.8,-3.3000000000000007,False
M,60+,situps,30,9.0,12.0,-3.0,False
M,60+,situps,29,8.5,11.7,-3.1999999999999993,False
M,60+,situps,28,8.0,11.3,-3.3000000000000007,False
M,60+,situps,27,7.5,11.0,-3.5,False
